address,area,city,company,date,salary_max,salary_min,salery,title,province
中山,NA,中山,中山市零柒陆零网络科技有限公司,06-18,15000.0,8000.0,0.8-1.5万/月,急聘PHP开发工程师  五险一金   双休  带薪年假,广东
佛山,NA,佛山,佛山键讯科技有限公司,06-18,6000.0,4500.0,4.5-6千/月,PHP开发工程师,广东
重庆-渝北区,渝北区,重庆,上海肾尚科技有限公司,06-18,12000.0,8000.0,0.8-1.2万/月,PHP高级开发工程师,重庆
武汉-洪山区,洪山区,武汉,武汉领游科技有限公司,06-18,10000.0,8000.0,0.8-1万/月,PHP开发工程师,湖北
西安-灞桥区,灞桥区,西安,北京联龙博通电子商务技术有限公司...,06-18,15000.0,10000.0,1-1.5万/月,PHP开发工程师,陕西
武汉-洪山区,洪山区,武汉,巨擎网络科技（济南）有限公司,06-18,20000.0,15000.0,1.5-2万/月,PHP开发工程师,湖北
绵阳,NA,绵阳,四川展谊网络科技有限公司,06-18,5000.0,3000.0,3-5千/月,PHP网站建设技术学徒,四川
武汉-洪山区,洪山区,武汉,北京触点互动信息技术有限公司,06-18,12000.0,7000.0,0.7-1.2万/月,PHP高级开发工程师,湖北
上海-静安区,静安区,上海,上海合合信息科技发展有限公司,06-18,18000.0,12000.0,1.2-1.8万/月,PHP开发工程师-A0113,上海
成都,NA,成都,深圳街电科技有限公司,06-18,20000.0,10000.0,1-2万/月,PHP开发工程师,四川
深圳-福田区,福田区,深圳,深圳华秋电子有限公司,06-18,20000.0,15000.0,1.5-2万/月,PHP开发工程师/PHP程序员,广东
广州,NA,广州,广州优网计算机科技有限公司,06-18,4500.0,3000.0,3-4.5千/月,PHP开发实习生,广东
深圳-龙华新区,龙华新区,深圳,深圳市迅拓达国际贸易有限公司,06-18,25000.0,20000.0,2-2.5万/月,PHP开发工程师主管/经理,广东
无锡-无锡新区,无锡新区,无锡,华泽微福科技发展有限公司,06-18,10000.0,7000.0,0.7-1万/月,PHP开发工程师,江苏
东莞-南城区,南城区,东莞,东莞市汇兴信息咨询有限公司,06-18,8000.0,6000.0,6-8千/月,PHP程序员,广东
广州-荔湾区,荔湾区,广州,广州外宝电子商务有限公司,06-18,12000.0,8000.0,0.8-1.2万/月,PHP开发工程师,广东
深圳-龙华新区,龙华新区,深圳,深圳市月辉电子商务有限公司,06-18,8000.0,6000.0,6-8千/月,PHP开发工程师,广东
深圳-龙华新区,龙华新区,深圳,富士康科技集团工管资讯,06-18,6000.0,4000.0,4-6千/月,Web-PHP開發工程師,广东
广州-天河区,天河区,广州,广州创优新品科技有限公司,06-18,30000.0,20000.0,2-3万/月,PHP开发工程师（高级）,广东
杭州-拱墅区,拱墅区,杭州,浙江诺壹文化有限公司,06-18,15000.0,8000.0,0.8-1.5万/月,PHP开发工程师,浙江
杭州,NA,杭州,杭州谷瀑信息技术有限公司,06-18,20000.0,12000.0,1.2-2万/月,PHP中级开发工程师（双休+不加班）,浙江
上海-徐汇区,徐汇区,上海,上海医药临床研究中心,06-18,12000.0,10000.0,1-1.2万/月,PHP开发工程师,上海
广州-天河区,天河区,广州,华茂达投资股份有限公司,06-18,20000.0,12000.0,1.2-2万/月,PHP高级开发工程师,广东
六安,NA,六安,安徽洋品行电子商务有限公司,06-18,8000.0,6000.0,6-8千/月,PHP开发工程师,安徽
深圳-福田区,福田区,深圳,地上铁租车（深圳）有限公司,06-18,15000.0,10000.0,1-1.5万/月,PHP开发工程师,广东
福州-鼓楼区,鼓楼区,福州,中诺（福建）科技创意影像有限公司...,06-18,16000.0,8000.0,0.8-1.6万/月,PHP开发工程师,福建
重庆-渝中区,渝中区,重庆,重庆爱之名文化传播有限公司,06-18,12000.0,8000.0,0.8-1.2万/月,PHP开发主管,重庆
上海-嘉定区,嘉定区,上海,索邦物流（上海）有限公司,06-18,20000.0,15000.0,1.5-2万/月,PHP/MYSQL开发工程师,上海
武汉-洪山区,洪山区,武汉,武汉市邦普特科技有限公司,06-18,9000.0,5000.0,5-9千/月,php程序员,湖北
石家庄,NA,石家庄,广州五壹工程师信息技术有限公司,06-18,6000.0,4500.0,4.5-6千/月,Php开发,河北
上海-嘉定区,嘉定区,上海,上海仪电科学仪器股份有限公司,06-18,16666.0,12500.0,15-20万/年,PHP开发工程师,上海
深圳-福田区,福田区,深圳,深圳市微服网络信息技术有限公司,06-18,25000.0,15000.0,1.5-2.5万/月,PHP开发工程师,广东
沈阳,NA,沈阳,沈阳町上餐饮管理有限公司,06-18,3000.0,2000.0,2-3千/月,PHP信息员,辽宁
广州-番禺区,番禺区,广州,广州今之港教育咨询有限公司,06-18,15000.0,9000.0,0.9-1.5万/月,PHP开发工程师,广东
深圳-龙岗区,龙岗区,深圳,厦门联合物流有限公司深圳分公司,06-18,14000.0,9000.0,0.9-1.4万/月,PHP中级工程师,广东
上海-浦东新区,浦东新区,上海,上海妃鱼网络科技有限公司,06-18,4500.0,3000.0,3-4.5千/月,PHP开发实习生,上海
成都,NA,成都,成都雨墨科技有限公司,06-18,15000.0,10000.0,1-1.5万/月,PHP高级开发工程师,四川
深圳-南山区,南山区,深圳,深圳前海小鸟云计算有限公司,06-18,18000.0,12000.0,1.2-1.8万/月,PHP开发工程师,广东
芜湖,NA,芜湖,芜湖海平线束有限公司,06-18,10000.0,8000.0,0.8-1万/月,PHP开发主管,安徽
武汉-硚口区,硚口区,武汉,湖北艳阳天旺角工贸发展有限公司,06-18,10000.0,8000.0,0.8-1万/月,PHP开发工程师,湖北
深圳-龙华新区,龙华新区,深圳,深圳市源恒泰科技有限公司,06-19,15000.0,6000.0,0.6-1.5万/月,PHP软件工程师、PHP程序员、php开发、php开发工程师,广东
重庆,NA,重庆,重庆市玛丝特国际贸易有限公司,06-18,9000.0,7000.0,7-9千/月,PHP 开发工程师,重庆
昆明-盘龙区,盘龙区,昆明,云南邦彦科技有限公司,06-18,15000.0,5000.0,0.5-1.5万/月,PHP开发工程师,云南
深圳,NA,深圳,深圳市一览网络股份有限公司,06-18,20000.0,15000.0,1.5-2万/月,PHP开发工程师,广东
广州-天河区,天河区,广州,讯汇科技（广州）有限公司,06-18,25000.0,18000.0,1.8-2.5万/月,PHP技术经理,广东
广州-番禺区,番禺区,广州,广州澳乐健康产业有限公司,06-18,8000.0,4000.0,4-8千/月,PHP程序员,广东
