address,area,city,company,date,salary_max,salary_min,salery,title,province
深圳-南山区,南山区,深圳,深圳楚星软件有限公司,06-17,18000.0,12000.0,1.2-1.8万/月,Python开发工程师,广东
杭州-萧山区,萧山区,杭州,浙江浙商西港文旅集团有限公司,06-17,9000.0,7000.0,7-9千/月,Python后端开发,浙江
上海-宝山区,宝山区,上海,北软互联（北京）科技有限公司,06-17,19000.0,15000.0,1.5-1.9万/月,Python算法工程师-上海-00079,上海
无锡-梁溪区,梁溪区,无锡,江苏巴比伦网络科技股份有限公司,06-17,20000.0,15000.0,1.5-2万/月,Python开发工程师,江苏
上海-徐汇区,徐汇区,上海,上海萌果信息科技有限公司,06-17,15000.0,10000.0,1-1.5万/月,Python/PHP后端程序员,上海
南京,NA,南京,路路加数字科技有限公司,06-17,15000.0,10000.0,1-1.5万/月,Python开发工程师,江苏
杭州-西湖区,西湖区,杭州,武汉佰钧成技术有限责任公司,06-17,15000.0,10000.0,1-1.5万/月,Python开发工程师,浙江
上海-徐汇区,徐汇区,上海,交银企业管理服务（上海）有限公司...,06-17,25000.0,15000.0,1.5-2.5万/月,Python开发经理（网络金融）,上海
成都-锦江区,锦江区,成都,成都海德在线教育科技有限公司,06-17,20000.0,15000.0,1.5-2万/月,高级python开发工程师 双休 15K+,四川
深圳-宝安区,宝安区,深圳,深圳市德科信息技术有限公司,06-17,18000.0,12000.0,1.2-1.8万/月,Python开发工程师,广东
成都-锦江区,锦江区,成都,四川友信立智能科技有限公司,06-17,10000.0,6000.0,0.6-1万/月,Python全栈开发工程师,四川
北京-海淀区,海淀区,北京,随锐科技集团股份有限公司,06-17,25000.0,20000.0,2-2.5万/月,Python开发工程师,北京
北京,NA,北京,北京利和制药有限公司,06-17,40000.0,20000.0,2-4万/月,Python研发工程师,北京
南京-雨花台区,雨花台区,南京,南京市秦淮区巩向明软件开发工作室...,06-17,6000.0,4500.0,4.5-6千/月,python爬虫/数据开发,江苏
杭州-余杭区,余杭区,杭州,杭州博彦信息技术有限公司,06-17,25000.0,20000.0,2-2.5万/月,Python高级开发工程师,浙江
上海-浦东新区,浦东新区,上海,上海向普科技有限公司,06-17,16000.0,10000.0,1-1.6万/月,Python开发工程（外汇岗位）,上海
北京-海淀区,海淀区,北京,北京启明星辰信息安全技术有限公司...,06-17,20000.0,12000.0,1.2-2万/月,Python开发（情报分析平台）,北京
